8;Gedankengang;Level 8 Bannmagie;1 Aktion;Berührung;V, G;24 h;"Solange der Zauber wirkt, ist eine willige Kreatur, die du berührst, immun gegen psychischen Schaden und den Zustand „Verzaubert"". Das Ziel bleibt zudem unbeeindruckt von allem, was seine Emotionen oder Gesinnung wahrnehmen, seine Gedanken lesen oder seinen Aufenthaltsort magisch aufspüren würde, und kein Zauber - nicht einmal „Wunsch"" - kann Informationen über das Ziel sammeln, es aus der Ferne beobachten oder seinen Geist kontrollieren.";Barde, Magier;
8;Machtwort: Betäuben;Level 8 Verzauberung;1 Aktion;18 m;V;Unmittelbar;"Du überwältigst den Geist eines Wesens, das du in Reichweite sehen kannst. Hat das Ziel 150 TP oder weniger, erhält es den Zustand „Betäubt"". Andernfalls beträgt seine Geschwindigkeit 0, bis zu Beginn deines nächsten Zuges.<br><br>Das betäubte Ziel führt am Ende jedes seiner Züge einen CON-Rettungswurf durch und hebt den Zustand bei Erfolg auf.";Barde, Zauberer, Hexenmeister, Magier;
8;Sunburst;Level 8 Hervorrufung;1 Aktion;45 m;V, G, M;Unmittelbar;"(ein Stück Sonnenstein) Strahlendes Sonnenlicht blitzt in einer Kugel mit dem60-foot Radius S auf, deren Mittelpunkt ein von dir gewählter Punkt innerhalb der Reichweite ist. Jede Kreatur in der Kugel muss einen CON-Rettungswurf durchführen. Bei einem misslungenen Rettungswurf erleidet die 12d6Kreatur Strahlungsschaden und ist 1 min lang geblendet. Bei einem erfolgreichen Rettungswurf erleidet sie nur die Hälfte des Schadens.<br><br>Eine Kreatur, die durch diesen Zauber geblendet wurde, führt am Ende jedes ihrer Züge einen weiteren CON-Rettungswurf durch; bei Erfolg endet der Effekt für sie.<br><br>Dieser Zauber beseitigt die Dunkelheit in seinem Wirkungsbereich, die durch einen beliebigen Zauber hervorgerufen wurde.";Kleriker, Druide, Zauberer, Magier;
8;Telepathie;Level 8 Erkenntnismagie;1 Aktion;Unbegrenzt;V, G, M;24 h;(ein Paar miteinander verbundener Silberringe) Du stellst eine telepathische Verbindung zwischen dir und einem willigen Wesen her, das dir vertraut ist. Das Wesen kann sich an einem beliebigen Ort auf derselben Existenzebene wie du befinden. Der Zauber endet, wenn du oder das Ziel sich nicht mehr auf derselben Ebene befinden.<br><br>Solange der Zauber wirkt, können du und das Ziel über diese Verbindung augenblicklich Worte, Bilder, Töne und andere Sinneswahrnehmungen miteinander austauschen, und das Ziel erkennt dich als das Wesen, mit dem es kommuniziert. Der Zauber ermöglicht es dem Wesen, die Bedeutung deiner Worte und aller Sinneswahrnehmungen, die du ihm sendest, zu verstehen.;Magier;
8;Tsunami;Level 8 Beschwörung;1 min;1,584 km;V, G;Konzentration, bis zu 6 Runden (36 s);"An einem Ort deiner Wahl innerhalb der Reichweite entsteht eine Wasserwand. Du kannst die Wand bis zu300 feet lang,90 m hoch und50 feet dick gestalten. Die Wand bleibt für die gesamte Dauer bestehen.<br><br>Wenn die Wand erscheint, muss jedes Wesen in ihrem Wirkungsbereich einen STR-Rettungswurf durchführen; bei einem misslungenen Rettungswurf erleidet es6d10Schlagschaden, bei einem erfolgreichen Rettungswurf nur die Hälfte dieses Schadens.<br><br>Zu Beginn jedes deiner Züge, nachdem die Wand erschienen ist, bewegt sich die Wand zusammen mit allen darin50 feet befindlichen Kreaturen von dir weg. Jede riesige oder kleinere Kreatur innerhalb der Mauer oder auf deren Feld die Mauer bei ihrer Bewegung gelangt, muss einen STR-Rettungswurf bestehen oder Schlagschaden5d10 erleiden. Eine Kreatur kann diesen Schaden nur einmal pro Runde erleiden. Am Ende des Zuges verringert sich die Höhe der Mauer um 15 m, und der Schaden, den die Mauer in späteren Runden verursacht, verringert sich um 1W10. Wenn die Mauer eine Höhe von0 feet erreicht, endet der Zauber.<br><br>Eine Kreatur, die in der Wand gefangen ist, kann sich schwimmend fortbewegen. Aufgrund der Wucht der Welle muss die Kreatur jedoch einen Stärke-Probe (Sport) gegen deinen Zauber-Rettungswurf-SG bestehen, um sich überhaupt bewegen zu können. Wenn sie die Probe nicht besteht, kann sie sich nicht bewegen. Eine Kreatur, die sich aus der Wand herausbewegt, fällt zu Boden.";Druide;
9;Astralprojektion;Level 9 Nekromantie;1 h;3 m;V, G, M;Bis Zauber gebannt wird;"(für jedes Ziel des Zaubers: eine Hyazinthe im Wert von 1.000+ GP und ein Silberbarren im Wert von 100+ GP, die der Zauber vollständig verbraucht) Du und bis zu acht willige Wesen innerhalb der Reichweite versetzt eure Astralkörper in die Astralebene (der Zauber endet Unmittelbar, wenn ihr euch bereits auf dieser Ebene befindet). Der Körper jedes Ziels bleibt in einem Zustand der Scheintod zurück; er befindet sich im Zustand „Bewusstlos"", benötigt weder Nahrung noch Luft und altert nicht.<br><br>Die Astralgestalt eines Ziels gleicht in fast jeder Hinsicht seinem Körper und übernimmt dessen Spielwerte und Besitztümer. Der wesentliche Unterschied besteht in einem silbernen Strang, der zwischen den Schulterblättern der Astralgestalt hervortritt. Der Strang verschwindet nach 0,3 m. Wird der Strang durchtrennt - was nur geschieht, wenn ein Effekt dies vorsieht -, sterben sowohl der Körper als auch die Astralgestalt des Ziels.<br><br>Die Astralgestalt eines Ziels kann sich durch die Astralebene bewegen. In dem Moment, in dem eine Astralgestalt diese Ebene verlässt, bewegen sich der Körper und die Besitztümer des Ziels entlang der silbernen Schnur, wodurch das Ziel auf der neuen Ebene wieder in seinen Körper zurückkehrt.<br><br>Schaden oder andere Effekte, die auf eine Astralform wirken, haben keine Auswirkungen auf den Körper des Ziels und umgekehrt. Wenn der Körper oder die Astralform eines Ziels auf 0 TP sinkt, endet der Zauber für dieses Ziel. Der Zauber endet für alle Ziele, wenn du eine magische Aktion ausführst, um ihn zu beenden.<br><br>Wenn der Zauber für ein Ziel endet, das nicht tot ist, erscheint das Ziel wieder in seinem Körper und erwacht aus dem Scheintod.";Kleriker, Hexenmeister, Magier;
9;Weitsicht;Level 9 Erkenntnismagie;1 min;Berührung;V, G, M;8 h;(eine Kolibrifeder) Du berührst ein williges Wesen und verleihst ihm die begrenzte Fähigkeit, in die unmittelbare Zukunft zu blicken. Für die Dauer des Zaubers hat das Ziel einen Vorteil beiD20Proben, und andere Wesen haben einen Nachteil bei Angriffswürfen gegen es. Der Zauber endet vorzeitig, wenn du ihn erneut wirkst.;Barde, Druide, Hexenmeister, Magier;
9;Straße;Level 9 Beschwörung;1 Aktion;18 m;V, G, M;Konzentration, bis zu 1 min;(ein Diamant im Wert von über 5.000 GP) Du beschwörst ein Portal, das einen freien Ort, den du innerhalb der Reichweite sehen kannst, mit einem bestimmten Ort auf einer anderen Existenzebene verbindet. Das Portal ist eine kreisförmige Öffnung, deren Durchmesser du auf 5 bis20 feet festlegen kannst. Du kannst das Portal in jede beliebige Richtung ausrichten. Das Portal bleibt für die Dauer des Zaubers bestehen, und der Zielort des Portals ist durch es hindurch sichtbar.<br><br>Das Portal hat auf jeder Ebene, auf der es erscheint, eine Vorderseite und eine Rückseite. Das Durchqueren des Portals ist nur möglich, indem man sich durch seine Vorderseite bewegt. Alles, was dies tut, wird augenblicklich auf die andere Ebene transportiert und erscheint an der dem Portal am nächsten gelegenen freien Stelle.<br><br>Götter und andere Herrscher der Ebenen können verhindern, dass sich durch diesen Zauber erschaffene Portale in ihrer Gegenwart oder irgendwo innerhalb ihrer Domänen öffnen.<br><br>Wenn du diesen Zauber wirkst, kannst du den Namen einer bestimmten Kreatur nennen (ein Pseudonym, ein Titel oder ein Spitzname funktioniert nicht). Befindet sich diese Kreatur auf einer anderen Ebene als der, auf der du dich befindest, öffnet sich das Portal neben der genannten Kreatur und befördert sie auf den nächsten freien Platz auf deiner Seite des Portals. Du erlangst keine besondere Macht über die Kreatur, und sie kann sich so verhalten, wie es der Spielleiter für angemessen hält. Sie könnte weggehen, dich angreifen oder dir helfen.;Kleriker, Zauberer, Hexenmeister, Magier;
9;Freiheitsentzug;Level 9 Bannmagie;1 min;9 m;V, G, M;Bis Zauber gebannt wird;"(eine Statuette des Ziels im Wert von 5.000+ GP) Du erschaffst eine magische Fessel, um eine Kreatur festzuhalten, die du innerhalb der Reichweite sehen kannst. Das Ziel muss einen WIS-Rettungswurf durchführen. Bei einem erfolgreichen Rettungswurf bleibt das Ziel unbeeinträchtigt und ist für die nächsten 24 Stunden immun gegen diesen Zauber. Bei einem misslungenen Rettungswurf wird das Ziel gefangen gehalten. Während der Gefangenschaft muss das Ziel weder atmen noch essen oder trinken, und es altert nicht. Wahrsagezauber können das gefangene Ziel nicht orten oder wahrnehmen, und das Ziel kann sich nicht teleportieren.<br><br>Bis das Zauber wirkt, wirkt auf das Ziel zudem einer der folgenden Effekte deiner Wahl:<br><br>Einsperrung. Das Ziel wird unter der Erde in einer hohlen Kugel aus magischer Kraft eingeschlossen, die gerade groß genug ist, um das Ziel aufzunehmen. Nichts kann in die Kugel hinein- oder aus ihr herausgelangen.<br><br>Fesseln. Fest im Boden verankerte Ketten halten das Ziel an Ort und Stelle. Das Ziel befindet sich im Zustand „Gefesselt"" und kann auf keine Weise bewegt werden.<br><br>Abgeschirmtes Gefängnis. Das Ziel ist in einer Halbebene gefangen, die gegen Teleportation und Reisen zwischen den Ebenen geschützt ist. Die Halbebene kann nach deiner Wahl ein Labyrinth, ein Käfig, ein Turm oder etwas Ähnliches sein.<br><br>„Minimus Containment"". Das Ziel wird1 inch groß und ist in einem unzerstörbaren Edelstein oder einem ähnlichen Gegenstand gefangen. Licht kann den Edelstein durchdringen (sodass das Ziel nach draußen sehen kann und andere Wesen hineinsehen können), aber nichts anderes kann ihn auf irgendeine Weise durchdringen.<br><br>Schlaf. Das Ziel befindet sich im Zustand „Bewusstlos"" und kann nicht geweckt werden.<br><br>Den Zauber beenden. Wenn du den Zauber wirkst, lege einen Auslöser fest, der ihn beendet. Der Auslöser kann so einfach oder so komplex sein, wie du möchtest, aber der Spielleiter muss zustimmen, dass es sehr wahrscheinlich ist, dass er innerhalb der nächsten zehn Jahre eintritt. Der Auslöser muss eine beobachtbare Handlung sein, beispielsweise dass jemand im Tempel deines Gottes ein bestimmtes Opfer darbringt, deine wahre Liebe rettet oder ein bestimmtes Monster besiegt.<br><br>Ein Zauber zum Aufheben von Magie kann den Zauber nur beenden, wenn er mit einem Zauberslot der Stufe 9 gewirkt wird und entweder auf das Gefängnis oder auf die Komponente abzielt, die zu dessen Erschaffung verwendet wurde.";Hexenmeister, Magier;
9;Massenheilung;Level 9 Bannmagie;1 Aktion;18 m;V, G;Unmittelbar;"Eine Flut heilender Energie strömt von dir auf die Wesen in deiner Umgebung. Du stellst bis zu 700 TP wieder her, die du nach Belieben auf beliebig viele Wesen verteilst, die du in Reichweite sehen kannst. Bei den durch diesen Zauber geheilten Wesen werden außerdem die Zustände „Geblendet"", „Betäubt"" und „Vergiftet"" aufgehoben.";Kleriker;
9;Meteorenschauer;Level 9 Hervorrufung;1 Aktion;1,584 km;V, G;Unmittelbar;Lodernde Feuerkugeln stürzen an vier verschiedenen Punkten, die du in Reichweite sehen kannst, auf den Boden. Jede Kreatur innerhalb einer Kugel mit 40-footeinem Radius von S, deren Mittelpunkt an jedem dieser Punkte liegt, muss einen Geschicklichkeitsrettungswurf durchführen. Bei einem misslungenen Rettungswurf erleidet die 20d6Kreatur Feuerschaden und20d6 Stumpfschaden, bei einem erfolgreichen Rettungswurf nur die Hälfte dieses Schadens. Eine Kreatur, die sich im Wirkungsbereich von mehr als einer feurigen Kugel befindet, wird nur einmal getroffen.<br><br>Ein nichtmagischer Gegenstand, der weder getragen noch mitgeführt wird, erleidet ebenfalls Schaden, wenn er sich im Wirkungsbereich des Zaubers befindet, und beginnt zu brennen, sofern er brennbar ist.;Zauberer, Magier;
9;Machtwort: Heilen;Level 9 Verzauberung;1 Aktion;18 m;V;Unmittelbar;"Eine Welle heilender Energie überflutet eine Kreatur, die du in Reichweite sehen kannst. Das Ziel erhält alle seine TP zurück. Wenn die Kreatur unter dem Zustand „Verzaubert"", „Verängstigt"", „Gelähmt"", „Vergiftet"" oder „Betäubt"" leidet, endet dieser Zustand. Wenn die Kreatur den Zustand „Am Boden liegend"" hat, kann sie ihre Reaktion nutzen, um aufzustehen.";Barde, Kleriker;
9;Machtwort: Töten;Level 9 Verzauberung;1 Aktion;18 m;V;Unmittelbar;Du zwingst eine Kreatur, die du in Reichweite sehen kannst, zu sterben. Hat das Ziel 100 TP oder weniger, stirbt es. Andernfalls erleidet es12d12 psychischen Schaden.;Barde, Zauberer, Hexenmeister, Magier;
9;Prismatische Wand;Level 9 Bannmagie;1 Aktion;18 m;V, G;10 min;"Eine schimmernde, vielfarbige Lichtfläche bildet eine vertikale, undurchsichtige Wand - bis zu90 feet lang,9 m hoch und1 inch dick -, deren Mittelpunkt an einem Punkt innerhalb der Reichweite liegt. Alternativ kannst du die Wand zu einer Kugel mit einem Durchmesser30 feet von bis zu formen, deren Mittelpunkt an einem Punkt innerhalb der Reichweite liegt. Die Wand bleibt für die Dauer des Zaubers bestehen. Wenn du die Wand an einem Ort platzierst, an dem sich eine Kreatur befindet, endet der Zauber Unmittelbar und ohne Wirkung.<br><br>Die Wand strahlt im Inneren helles100 feet Licht aus und in einem Umkreis von dunkles Licht. Du und Kreaturen, 100 feetdie du beim Wirken des Zaubers bestimmst, könnt die Wand ungehindert passieren und euch in ihrer Nähe aufhalten, ohne Schaden zu nehmen. Wenn sich eine andere Kreatur, die die Wand sehen kann, in20 feeteinen Umkreis von zu ihr bewegt oder ihren Zug dort beginnt, muss sie einen CON-Rettungswurf bestehen, andernfalls erleidet sie für 1 min den Zustand „Geblendet"".<br><br>Die Wand besteht aus sieben Schichten, von denen jede eine andere Farbe hat. Wenn ein Wesen in die Wand hineingreift oder sie durchquert, durchläuft es nacheinander alle Schichten. Jede Schicht zwingt das Wesen zu einem Geschicklichkeitsrettungswurf; andernfalls unterliegt es den Eigenschaften dieser Schicht, wie in der Tabelle „Prismatische Schichten"" beschrieben.<br><br>Die Mauer, die eine Rüstungsklasse von 10 besitzt, kann Schicht für Schicht zerstört werden, und zwar in der Reihenfolge von rot nach violett, wobei für jede Schicht spezifische Mittel erforderlich sind. Wird eine Schicht zerstört, bleibt sie für die Dauer des Zaubers verschwunden. „Antimagisches Feld"" hat keine Wirkung auf die Mauer, und „Magie bannen"" kann nur auf die violette Schicht wirken.<br><br>Effekte der Stufe 1 Rot. Fehlgeschlagener Rettungswurf:12d6Feuerschaden. Gelungener Rettungswurf: Halbierter Schaden. Zusätzliche Effekte: Nichtmagische Fernkampfangriffe können diese Schicht nicht durchdringen; sie wird zerstört, wenn sie mindestens 25 Kälteschaden erleidet. 2 Orange. Fehlgeschlagener Rettungswurf:12d6Säureschaden. Erfolgreicher Rettungswurf: Halbierter Schaden. Zusätzliche Effekte: Magische Fernkampfangriffe können diese Schicht nicht durchdringen; sie wird durch starken Wind (wie den von „Windstoß"" erzeugten) zerstört. 3 Gelb. Fehlgeschlagener Rettungswurf:12d6Blitzschaden. Erfolgreicher Rettungswurf: Halbierter Schaden. Zusätzliche Effekte: Die Schicht wird zerstört, wenn sie mindestens 60 Kraftschaden erleidet. 4 Grün. Fehlgeschlagener Rettungswurf:12d6Giftschaden. Erfolgreicher Rettungswurf: Halbierter Schaden. Zusätzliche Effekte: Ein „Passwall""-Zauber oder ein anderer Zauber gleicher oder höherer Stufe, der ein Portal in einer festen Oberfläche öffnen kann, zerstört diese Schicht. 5 Blau. Fehlgeschlagener Rettungswurf:12W6 Kälteschaden. Erfolgreicher Rettungswurf: Halbierter Schaden. Zusätzliche Effekte: Die Schicht wird zerstört, wenn sie mindestens 25 Feuerschaden erleidet. 6 Indigo. Fehlgeschlagener Rettungswurf: Das Ziel erhält den Zustand „Gefesselt"" und führt am Ende jedes seiner Züge einen CON-Rettungswurf durch. Wenn es dreimal erfolgreich rettet, endet der Zustand. Wenn es dreimal scheitert, erhält es den Zustand „Versteinert"", bis es durch einen Effekt wie den Zauber „Große Wiederherstellung"" befreit wird. Die Erfolge und Fehlschläge müssen nicht aufeinanderfolgen; behalte beide im Auge, bis das Ziel drei gleiche Ergebnisse erzielt hat. Zusätzliche Effekte: Durch diese Schicht können keine Zauber gewirkt werden; sie wird durch „Helles Licht"" zerstört, das vom Zauber „Tageslicht"" ausgestrahlt wird. 7 Violett. Fehlgeschlagener Rettungswurf: Das Ziel erhält den Zustand „Geblendet"" und muss zu Beginn deines nächsten Zuges einen WIS-Rettungswurf durchführen. Bei einem erfolgreichen Rettungswurf endet der Zustand. Bei einem misslungenen Rettungswurf endet der Zustand und die Kreatur teleportiert sich in eine andere Existenzebene (nach Wahl des Spielleiters). Zusatzeffekte: Diese Schicht wird durch „Magie bannen"" zerstört.";Barde, Magier;
